title,website,date,contributors,slug,images,proteins,products,business,finance_type,regions,location,description,body,ID,image_caption
"Manus Bio",http://www.manusbio.com/what-we-do.php,2020-01-23T13:20:46-0500,,/directory/manus-bio,https://www.proteinreport.org/sites/default/files/2020-02/Manus%20Bio%20logo.png,Plant-Based,Ingredients,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Massachusetts Avenue</span><br>
<span class=""locality"">Cambridge</span>, <span class=""postal-code"">02138</span><br>
<span class=""country"">United States</span></p>","Manus Bio recreates plant processes in microorganisms to produce natural ingredients through fermentation. The microbial platform has been optimized to convert inexpensive carbon and plant-derived substrates into rare and expensive ingredients with applications as flavors, fragrances, food ingredients, cosmetics, vitamins, pharmaceuticals and agricultural chemicals. Ultimately, the technology provides a low-cost, sustainable, and environmentally-friendly source for many ingredients used in daily lives.","Manus Bio recreates plant processes in microorganisms to produce natural ingredients through fermentation. The microbial platform has been optimized to convert inexpensive carbon and plant-derived substrates into rare and expensive ingredients with applications as flavors, fragrances, food ingredients, cosmetics, vitamins, pharmaceuticals and agricultural chemicals. Ultimately, the technology provides a low-cost, sustainable, and environmentally-friendly source for many ingredients used in daily lives.",5878,"Manus Bio logo"
Arzeda,https://www.arzeda.com/,2020-01-23T13:20:46-0500,,/directory/arzeda,https://www.proteinreport.org/sites/default/files/2020-01/arzeda.jpg,Microbial,Ingredients,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Thorndyke Avenue West</span><br>
<span class=""locality"">Seattle</span>, <span class=""postal-code"">98119</span><br>
<span class=""country"">United States</span></p>","Since 2008 Arzeda, The Protein Design Company, has harnessed the power of computational protein design to build novel enzymes and discover new pathways that enable cost effective, sustainable production of value-added specialty chemicals and ingredients. In partnership with Fortune 500 companies and industrial leaders, the company has developed a portfolio of proteins that increase the efficiency, robustness and diversity of biological processes. ","<p>Since 2008 Arzeda, The Protein Design Company, has harnessed the power of computational protein design to build novel enzymes and discover new pathways that enable cost effective, sustainable production of value-added specialty chemicals and ingredients. In partnership with Fortune 500 companies and industrial leaders, the company has developed a portfolio of proteins that increase the efficiency, robustness and diversity of biological processes. </p>",5879,"Arzeda logo"
"Provenance Bio",http://www.provenance.bio,2020-01-23T13:20:44-0500,,/directory/provenance-bio,https://www.proteinreport.org/sites/default/files/2021-02/Provenance%20Bio%20logo%20icon.png,"Cell-Based, Microbial","Meat, Ingredients, Scaffolding &amp; Structure, Materials",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Indiana Street</span><br>
<span class=""locality"">San Francisco</span>, <span class=""postal-code"">94107</span><br>
<span class=""country"">United States</span></p>","Provenance Bio is an alternative proteins company developing cutting edge synthetic biology tools to compete head-to-head with animal proteins, today leveraging its patent-pending platform to make full-length collagen for B-to-B applications in pharma, materials, and food.
Provenance Bio was formed in 2020. Founders: Michalyn Andrews, Dr. Zev Gartner, Dr. John Dueber, Christian Ewton.","<p>Provenance Bio is an alternative proteins company developing cutting edge synthetic biology tools to compete head-to-head with animal proteins, today leveraging its patent-pending platform to make full-length collagen for B-to-B applications in pharma, materials, and food.</p>
<p>Provenance Bio was formed in 2020. Founders: Michalyn Andrews, Dr. Zev Gartner, Dr. John Dueber, Christian Ewton.</p>",5863,
Calysta,http://calysta.com/,2020-01-23T13:20:44-0500,,/directory/calysta,https://www.proteinreport.org/sites/default/files/2020-01/calysta.jpg,Microbial,"Pet Food, Ingredients, Feed",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Menlo Park</span>,<br>
<span class=""country"">United States</span></p>","Calysta is an innovator in sustainable products to improve worldwide food security. Calysta develops and commercializes FeedKind protein, an alternative feed ingredient for fish, livestock and pet nutritional products. FeedKind protein is an innovative, competitively priced fish feed ingredient produced from naturally occurring microbes found in soils worldwide. Using a natural fermentation process similar to making yeast, these microbes produce a nutritious, high protein feed that is a sustainable alternative to high protein feed ingredients such as fishmeal.","<p>Calysta is an innovator in sustainable products to improve worldwide food security. Calysta develops and commercializes FeedKind protein, an alternative feed ingredient for fish, livestock and pet nutritional products. FeedKind protein is an innovative, competitively priced fish feed ingredient produced from naturally occurring microbes found in soils worldwide. Using a natural fermentation process similar to making yeast, these microbes produce a nutritious, high protein feed that is a sustainable alternative to high protein feed ingredients such as fishmeal. FeedKind protein is a natural, traceable and safe non-animal source of protein produced using the world’s only commercially validated gas fermentation process.</p>",5864,
Enough,https://www.enough-food.com/,2020-01-23T13:20:44-0500,,/directory/enough,https://www.proteinreport.org/sites/default/files/2021-05/1619696571057-1.jpg,Fungi,Ingredients,Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">West George Street</span><br>
<span class=""locality"">Glasgow</span><br>
<span class=""postal-code"">G2 1PP</span><br>
<span class=""country"">United Kingdom</span></p>","Enough&#039;s novel integrated technology offers the potential for a step-change transformation in the economics, scalability and sustainability profile of mycoprotein production.
Enough&#039;s technology transforms cereal crops such as wheat or maize into high-quality protein (ABUNDA) with 3-15 times better conversion efficiency than traditional protein sources such as meat from farm animals. (Formerly 3F Bio)","<p>Enough&#039;s novel integrated technology offers the potential for a step-change transformation in the economics, scalability and sustainability profile of mycoprotein production.</p>
<p>Enough&#039;s technology transforms cereal crops such as wheat or maize into high-quality protein (ABUNDA) with 3-15 times better conversion efficiency than traditional protein sources such as meat from farm animals. (Formerly 3F Bio)</p>",5865,
Biorealize,http://www.biorealize.com/food,2020-01-23T13:20:44-0500,,/directory/biorealize,https://www.proteinreport.org/sites/default/files/2020-01/biorealize_logo.png,Microbial,"Technology &amp; Equipment",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Grays Ferry Avenue</span><br>
<span class=""locality"">Philadelphia</span>, <span class=""postal-code"">19146</span><br>
<span class=""country"">United States</span></p>","Biorealize is a design, research and manufacturing company that builds next generation tools and technologies that makes it easier to design with biology. The company works with bakers, chefs, and food and beverage designers who explore new ways to standardize seed cultures, innovate new flavors, and perform quality control over fermentation methods. B | reactor has been used in many applications involving bread, coffee, cheese, and fermented cocktail design.","<p>Biorealize is a design, research and manufacturing company that builds next generation tools and technologies that makes it easier to design with biology. The company works with bakers, chefs, and food and beverage designers who explore new ways to standardize seed cultures, innovate new flavors, and perform quality control over fermentation methods. B | reactor has been used in many applications involving bread, coffee, cheese, and fermented cocktail design.</p>",5867,
Afineur,https://www.afineur.com/,2020-01-23T13:20:44-0500,,/directory/afineur,https://www.proteinreport.org/sites/default/files/2020-01/Afineur%20logo.png,Plant-Based,Ingredients,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Bergen Street</span><br>
<span class=""postal-code"">11201</span><br>
<span class=""country"">United States</span></p>","Afineur leveraged its fermentation platform to develop what may be the best plant-based protein, not only in terms of nutritional and taste profile, but also for its sustainability. At the center of this product is a high-quality by-product from one of the most common food process. Afineur is using its fermentation technology to naturally unlock and recover the left over proteins in this raw material and to elevate its taste and nutritional profile.","<p id=""yui_3_17_2_1_1590687653036_170"">Afineur leveraged its fermentation platform to develop what may be the best plant-based protein, not only in terms of nutritional and taste profile, but also for its sustainability. At the center of this product is a high-quality by-product from one of the most common food process. Afineur is using its fermentation technology to naturally unlock and recover the left over proteins in this raw material and to elevate its taste and nutritional profile.</p>",5868,
"String Bio",http://www.stringbio.com/,2020-01-23T13:20:44-0500,,/directory/string-bio,https://www.proteinreport.org/sites/default/files/2020-02/String%20Bio%20logo.png,Microbial,"Technology &amp; Equipment",Production,,Asia,"<p class=""address"" translate=""no""><span class=""locality"">Bengaluru</span> <span class=""postal-code"">560001</span><br>
<span class=""country"">India</span></p>","String Bio has built a cutting-edge platform that delivers cost effective, robust and sustainable solutions for real world problems. Their solution leverages methane, produced from waste or available natural resource to create value added products that have applications in multiple industries like Animal Nutrition, Human Nutrition, Agriculture, Cosmetics etc.","<p>String Bio has built a cutting-edge platform that delivers cost effective, robust and sustainable solutions for real world problems. Their solution leverages methane, produced from waste or available natural resource to create value added products that have applications in multiple industries like Animal Nutrition, Human Nutrition, Agriculture, Cosmetics etc.</p>",5869,
Novozymes,https://www.novozymes.com,2020-01-23T13:20:44-0500,,/directory/novozymes,https://www.proteinreport.org/sites/default/files/2020-11/novozymes_logo_purple.png,Microbial,Ingredients,Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Krogshøjvej</span><br>
<span class=""postal-code"">2880</span> <span class=""locality"">Bagsværd</span><br>
<span class=""country"">Denmark</span></p>","Novozymes is the world leader in bioinnovation. We work with our partners to innovate new solutions and rethink industries around the world. Our industrial enzymes, microorganisms, biopolymers and other proteins allow our customers to achieve more efficient use of raw materials, reduce energy consumption, replace traditional chemicals with more sustainable alternatives, and offer higher-quality products.","<p>Novozymes is the world leader in bioinnovation. We work with our partners to innovate new solutions and rethink industries around the world. Our industrial enzymes, microorganisms, biopolymers and other proteins allow our customers to achieve more efficient use of raw materials, reduce energy consumption, replace traditional chemicals with more sustainable alternatives, and offer higher-quality products.</p>",5870,
NextFerm,https://www.nextferm.com/,2020-01-23T13:20:44-0500,,/directory/nextferm,https://www.proteinreport.org/sites/default/files/2020-02/NextFerm%20logo.png,Microbial,"Ingredients, Feed",Production,,"Middle East","<p class=""address"" translate=""no""><span class=""address-line1"">HaKidma Street</span><br>
<span class=""locality"">Yokne&#039;am Illit</span><br>
<span class=""country"">Israel</span></p>","NextFerm is a science oriented industrial company, representing a new era in fermentation and fermentation-derived nutrients for supplements, food, infant nutrition and animal feed.","<p>NextFerm is a science oriented industrial company, representing a new era in fermentation and fermentation-derived nutrients for supplements, food, infant nutrition and animal feed.</p>",5871,
"Nature&#039;s Fynd",https://www.naturesfynd.com/,2020-01-23T13:20:43-0500,,/directory/natures-fynd,https://www.proteinreport.org/sites/default/files/2020-03/Natures%20Fynd%20Logo%20Square%20Transparent.png,"Microbial, Fungi",Ingredients,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Chicago</span>,<br>
<span class=""country"">United States</span></p>","Nature’s Fynd is a Chicago-based food tech company creating versatile alternative proteins to feed the world’s growing population while nurturing the planet. Born out of research conducted for NASA on microbes in Yellowstone National Park, the company’s technology produces a complete protein using only a fraction of the resources required by traditional agriculture. The company previously raised $33 million in Series A funding in 2018. Nature’s Fynd rebranded from Sustainable Bioproducts in March 2020.","<p>Nature’s Fynd is a Chicago-based food tech company creating versatile alternative proteins to feed the world’s growing population while nurturing the planet. Born out of research conducted for NASA on microbes in Yellowstone National Park, the company’s technology produces a complete protein using only a fraction of the resources required by traditional agriculture. The company previously raised $33 million in Series A funding in 2018. Nature’s Fynd rebranded from Sustainable Bioproducts in March 2020.</p>",5861,"Nature&#039;s Fynd logo"
Ourochef,https://www.ourochef.com/,2020-01-23T13:10:03-0500,,/directory/ourochef,https://www.proteinreport.org/sites/default/files/2020-02/ouro%20chef%20logo-150x150.png,Cell-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Philadelphia</span>,<br>
<span class=""country"">United States</span></p>","The goal of Ourochef is to supply everything customers need to create cultivated food at home from their own cells. Ourochef provides the nutrients for growing healthy cells, scaffolds to make delicious textures and all the required kitchen consumables, tools and appliances which are needed to care for the luxurious creations. Growing at home ensures that consumers always know the origin of the food, how it has been raised and that its cells were acquired ethically and consensually.","<p>The goal of Ourochef is to supply everything customers need to create cultivated food at home from their own cells. Ourochef provides the nutrients for growing healthy cells, scaffolds to make delicious textures and all the required kitchen consumables, tools and appliances which are needed to care for the luxurious creations. Growing at home ensures that consumers always know the origin of the food, how it has been raised and that its cells were acquired ethically and consensually.</p>",5856,
"Vivax Bio",http://www.vivaxbio.com/,2020-01-23T13:10:03-0500,,/directory/vivax-bio,https://www.proteinreport.org/sites/default/files/2020-02/Vivax%20bio%20logo.png,Cell-Based,"Technology &amp; Equipment",,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">New York</span>,<br>
<span class=""country"">United States</span></p>","Headquartered in New York, NY, VIVAX BIO is a global biotech company focusing on 3D bioprinting and working on the whole range of the hardware, materials, technologies, and products constituting this nascent industry.","<p>Headquartered in New York, <span class=""caps"">NY</span>, <span class=""caps"">VIVAX</span> <span class=""caps"">BIO</span> is a global biotech company focusing on 3D bioprinting and working on the whole range of the hardware, materials, technologies, and products constituting this nascent industry. The product pipeline – from the earliest stages of <span class=""caps"">R&amp;D</span> to commercial manufacturing - comprises items as diverse as the <span class=""caps"">FABION</span> bioprinter, a new line of bioprinters based on different technologies, including in situ portable bioprinters, and various tissue and organ&nbsp;constructs.</p>",5857,"Vivax Bio logo"
"Atlast Food",https://www.atlastfood.co/,2020-01-23T13:10:01-0500,,/directory/atlast-food,https://www.proteinreport.org/sites/default/files/2020-01/Atlast-logo-black.png,Fungi,"Meat, Ingredients, Scaffolding &amp; Structure",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Green Island</span>,<br>
<span class=""country"">United States</span></p>","The Atlast Food Platform uses a patented growth environment to align fibers of mycelium to create textures, structures, and even flavors similar to meat. Our edible mycelium tissue offers a range of nutritional benefits from protein to amino&nbsp;acids.","<p>The Atlast Food Platform uses a patented growth environment to align fibers of mycelium to create textures, structures, and even flavors similar to meat. Our edible mycelium tissue offers a range of nutritional benefits from protein to amino&nbsp;acids.</p>",5845,"Atlast logo"
"Agulos Biotech",http://agulosbiotech.com/,2020-01-23T13:10:01-0500,,/directory/agulos-biotech,https://www.proteinreport.org/sites/default/files/2020-11/agulos%20logo.png,Cell-Based,"Cell Culture Media",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Lake Mills</span>,<br>
<span class=""country"">United States</span></p>","Simulated Platelet Lysate (porcine); a replacement for FBS","<p>Simulated Platelet Lysate (porcine); a replacement for FBS</p>",5846,
"Ospin Modular Bioprocessing",https://ospin.de/,2020-01-23T13:10:01-0500,,/directory/ospin-modular-bioprocessing,https://www.proteinreport.org/sites/default/files/2020-02/ospin-logo-500.png,Cell-Based,"Technology &amp; Equipment",Production,,Europe,"<p class=""address"" translate=""no""><span class=""locality"">Berlin</span><br>
<span class=""country"">Germany</span></p>","Startup providing bioreactor systems for cultivated meat and tissue engineering uses","<p>Startup providing bioreactor systems for cultivated meat and tissue engineering uses</p>",5849,
Biocellion,https://biocellion.com/,2020-01-23T13:10:01-0500,,/directory/biocellion,https://www.proteinreport.org/sites/default/files/2020-01/biocellion%20logo.png,Cell-Based,"Ingredients, Technology &amp; Equipment",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">East Roanoke Street</span><br>
<span class=""locality"">Seattle</span>, <span class=""postal-code"">98112</span><br>
<span class=""country"">United States</span></p>","Biocellion SPC&#039;s mission is to increase productivity in life science R&amp;D while also reducing its impact on living systems and the environment. We provide software services to life science companies wanting to transition from laboratory to virtual experiments. Our Biocellion simulation software scales to personal, cloud, and supercomputer-class computers and is capable of simulating multiscale living system models at cell-resolution and macroscopic scale.","<p>Biocellion SPC&#039;s mission is to increase productivity in life science R&amp;D while also reducing its impact on living systems and the environment. We provide software services to life science companies wanting to transition from laboratory to virtual experiments. Our Biocellion simulation software scales to personal, cloud, and supercomputer-class computers and is capable of simulating multiscale living system models at cell-resolution and macroscopic scale. Our products overcome a computational gap that otherwise prevents predictive models developed by research scientists from being used in virtual experiments to predict outcomes in industry.</p>",5851,
"Luyef Biotechnologies",https://www.luyef.com/,2020-01-23T13:10:01-0500,,/directory/luyef-biotechnologies,https://www.proteinreport.org/sites/default/files/2020-02/LUYEF2%20LOGO.jpg,Cell-Based,"Cell Culture Media",Production,,"Latin America &amp; Caribbean","<p class=""address"" translate=""no""><span class=""address-line1"">Virginia Opazo</span><br>
<span class=""locality"">Santiago</span><br>
<span class=""country"">Chile</span></p>","Luyef (“clean” in Mapudungun, the language of Mapuche people) is a mission-driven food-tech company developing the technology to industrialize the production of cell-based meat. We aim to remove animals from the global food system and provide the world with slaughter-free and healthier meat products.
Luyef was created in 2019 by Dr. Kris Blanchard with two partners, Dr. Maria Soledad Gutiérrez and Randall Cossio, aiming to solve the problems related to the inefficient use of natural resources in an overpopulated&nbsp;planet.","<p>Luyef (“clean” in Mapudungun, the language of Mapuche people) is a mission-driven food-tech company developing the technology to industrialize the production of cell-based meat. We aim to remove animals from the global food system and provide the world with slaughter-free and healthier meat products.<br />
Luyef was created in 2019 by Dr. Kris Blanchard with two partners, Dr. Maria Soledad Gutiérrez and Randall Cossio, aiming to solve the problems related to the inefficient use of natural resources in an overpopulated&nbsp;planet.</p>",5852,"Luyef Biotechnologies logo"
"Peace of Meat",http://peace-of-meat.com/,2020-01-23T13:10:01-0500,,/directory/peace-meat,https://www.proteinreport.org/sites/default/files/2020-02/POM_M_RGB_Red.png,Cell-Based,"Meat, Ingredients",Production,,Europe,"<p class=""address"" translate=""no""><span class=""locality"">Antwerpen</span><br>
<span class=""country"">Belgium</span></p>","Peace of Meat is a B2B cultured meat production company focusing on a multitude of cultured meat products. The company is forging scientific and commercial partnerships to cover the entire value chain, to speed up research and production processes and to incentivize the industry at large.","<p>Peace of Meat is a B2B cultured meat production company focusing on a multitude of cultured meat products. The company is forging scientific and commercial partnerships to cover the entire value chain, to speed up research and production processes and to incentivize the industry at large.</p>",5853,
ArtMeat,http://artmeat.pro/,2020-01-23T13:10:01-0500,,/directory/artmeat,https://www.proteinreport.org/sites/default/files/2020-01/artmeat%20logo.jpg,Cell-Based,Meat,Production,,Europe,"<p class=""address"" translate=""no""><span class=""locality"">Kazan</span><br>
<span class=""country"">Russia</span></p>","ArtMeat is a startup working on cultivated horse and sturgeon&nbsp;cells.","<p>ArtMeat is a startup working on cultivated horse and sturgeon&nbsp;cells.</p>",5854,"ArtMeat logo"
CellRev,https://www.cellrev.co.uk/,2020-01-23T13:10:01-0500,,/directory/cellrev,https://www.proteinreport.org/sites/default/files/2022-06/1653034072700.jpg,Cell-Based,"Technology &amp; Equipment",Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Neville Street</span><br>
<span class=""locality"">Newcastle upon Tyne</span><br>
<span class=""postal-code"">NE1 5DP</span><br>
<span class=""country"">United Kingdom</span></p>","We are revolutionising cell cultivation with our scalable bioprocessing technology to ensure todays producers can meet tomorrow’s demand. 
The company has developed an industry-first continuous process that enables more efficient and affordable cell proliferation. The company&#039;s adherent cell culture technology delivers a significantly higher yield than incumbent batch processes.
Our enabling technology will be of critical importance in building a new equitable and sustainable food system and advancing cell therapy treatments. (previously CellulaREvolution)","<p>We are revolutionising cell cultivation with our scalable bioprocessing technology to ensure todays producers can meet tomorrow’s demand. </p>
<p>The company has developed an industry-first continuous process that enables more efficient and affordable cell proliferation. The company&#039;s adherent cell culture technology delivers a significantly higher yield than incumbent batch processes.</p>
<p>Our enabling technology will be of critical importance in building a new equitable and sustainable food system and advancing cell therapy treatments. (previously CellulaREvolution)</p>",5855,
"Alife Foods",http://alifefoods.de/en/,2020-01-23T13:10:00-0500,,/directory/alife-foods,https://www.proteinreport.org/sites/default/files/2020-01/alife2.jpg,Cell-Based,Meat,,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Thomaskirchhof</span><br>
<span class=""postal-code"">04109</span> <span class=""locality"">Leipzig</span><br>
<span class=""country"">Germany</span></p>","Alife is a consumer-first, product-oriented, cell-based meat brand. The company mission is to offer a slaughter-free option for the consumer’s favorite meat products. From meatballs to burger patties. The company covers the second part of the supply chain serving as a middleman between producers of cultured meat, industry organisations, food retail and consumers.","<p>Alife is a consumer-first, product-oriented, cell-based meat brand. The company mission is to offer a slaughter-free option for the consumer’s favorite meat products. From meatballs to burger patties. The company covers the second part of the supply chain serving as a middleman between producers of cultured meat, industry organisations, food retail and consumers.</p>",5834,
"Cell Ag Tech",https://cellagtech.com/,2020-01-23T13:10:00-0500,,/directory/cell-ag-tech,https://www.proteinreport.org/sites/default/files/2020-01/CAT%20Cell%20Ag%20Tech%20logo.jpg,Cell-Based,"Meat, Seafood",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Kennedy Avenue</span><br>
<span class=""locality"">Toronto</span> <span class=""postal-code"">M6R 2L2</span><br>
<span class=""country"">Canada</span></p>","Dedicated to developing and commercializing cellular agriculture&nbsp;technologies.","<p>Dedicated to developing and commercializing cellular agriculture&nbsp;technologies.</p>",5835,"CAT Cell Ag Tech"
"Steakholder Foods",https://steakholderfoods.com/,2020-01-23T13:10:00-0500,,/directory/steakholder-foods,https://www.proteinreport.org/sites/default/files/2022-08/sh.png,Cell-Based,Meat,Production,,"Middle East","<p class=""address"" translate=""no""><span class=""address-line1"">David Fikes Street 5</span><br>
<span class=""locality"">Rehovot</span> <span class=""postal-code"">7632805</span><br>
<span class=""country"">Israel</span></p>","Steakholder Foods Ltd. (Nasdaq: STKH), formally MeaTech 3D Ltd. ($MITC), is on a mission to make real meat sustainable and slaughter free. With proprietary 3D bioprinting technology and advanced cellular biology, the company is developing whole-cut, ground and hybrid products that will allow people to continue enjoying tender, juicy meat while making the right choice for the planet and all its inhabitants.","<p>Steakholder Foods Ltd. (Nasdaq: STKH), formally MeaTech 3D Ltd. ($MITC), is on a mission to make real meat sustainable and slaughter free. With proprietary 3D bioprinting technology and advanced cellular biology, the company is developing whole-cut, ground and hybrid products that will allow people to continue enjoying tender, juicy meat while making the right choice for the planet and all its inhabitants.</p>",5836,
"Back of the Yards Algae Sciences",https://www.algaesciences.com/,2020-01-23T13:10:00-0500,,/directory/back-yards-algae-sciences,https://www.proteinreport.org/sites/default/files/2020-01/Back%20of%20the%20Yards%20algae%20sciences%20Logo.png,Algae,Ingredients,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">West 48th Street</span><br>
<span class=""locality"">Chicago</span>, <span class=""postal-code"">60609</span><br>
<span class=""country"">United States</span></p>","Back of the Yards Algae Sciences (BYAS) is a specialty algal ingredients company supplying unique and sustainable products for food, beverage, general agriculture and cellular agriculture&nbsp;applications.","<p>Back of the Yards Algae Sciences (<span class=""caps"">BYAS</span>) is a specialty algal ingredients company supplying unique and sustainable products for food, beverage, general agriculture and cellular agriculture&nbsp;applications.</p>",5839,"Back of the Yards algae sciences logo"
Incuvers,https://incuvers.com/,2020-01-23T13:10:00-0500,,/directory/incuvers,https://www.proteinreport.org/sites/default/files/2020-02/Incuvers%20logo.png,Cell-Based,"Technology &amp; Equipment",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Ottawa</span><br>
<span class=""country"">Canada</span></p>","Incuvers is a hardware + software company developing live cell imaging incubators for cellular&nbsp;researchers.
Company&#8217;s flagship product, IRIS (Incuvers Real-time Imaging System) is the most advanced and affordable system for cell culture incubation. Combining hypoxic incubation, live cell imaging, and cloud computing, IRIS lets researchers capture time lapse videos of their entire experiments and monitor them live from anywhere, without ever taking them out of the&nbsp;incubator.","<p>Incuvers is a hardware + software company developing live cell imaging incubators for cellular&nbsp;researchers.</p>
<p>Company&#8217;s flagship product, <span class=""caps"">IRIS</span> (Incuvers Real-time Imaging System) is the most advanced and affordable system for cell culture incubation. Combining hypoxic incubation, live cell imaging, and cloud computing, <span class=""caps"">IRIS</span> lets researchers capture time lapse videos of their entire experiments and monitor them live from anywhere, without ever taking them out of the&nbsp;incubator.</p>",5840,"Incuvers logo"
"SunP Biotech",https://sunpbiotech.com/,2020-01-23T13:10:00-0500,,/directory/sunp-biotech,https://www.proteinreport.org/sites/default/files/2020-02/SunP%20biotech%20logo.png,Cell-Based,"Technology &amp; Equipment",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Cherry Hill</span>,<br>
<span class=""country"">United States</span></p>","SunP Biotech (SunP) is a high-tech research and manufacturing company specialized in 3D bio-printing and tissue engineering. Based on proprietary technologies, SunP Biotech is focused on the development of innovative 3D bio-printing systems and its application in the field of advanced drug discovery and testing, tissue/organ-on-a-chip, and personalized tissue engineering products. The company was founded in 2014 and the development of SunP’s Core technologies dates back to the 1990’s.","<p>SunP Biotech (SunP) is a high-tech research and manufacturing company specialized in 3D bio-printing and tissue engineering. Based on proprietary technologies, SunP Biotech is focused on the development of innovative 3D bio-printing systems and its application in the field of advanced drug discovery and testing, tissue/organ-on-a-chip, and personalized tissue engineering products. The company was founded in 2014 and the development of SunP’s Core technologies dates back to the 1990’s. For about two decades, the founders have spent countless resources developing many of newly commercialized products. The products combines cutting edge bio-fabrication technologies from both the United States and China. The company issunp committed to develop and commercialize the cutting-edge design, customization, and manufacturing of 3D bio-printing products.</p>",5841,"SunP Biotech logo"
"Because Animals",https://becauseanimals.com/,2020-01-23T13:10:00-0500,,/directory/because-animals,https://www.proteinreport.org/sites/default/files/2021-05/BA_stack-logo-green_social_1200x1200_1.jpg,Cell-Based,"Meat, Pet Food",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Philadelphia</span>,<br>
<span class=""country"">United States</span></p>","We believe that feeding our pets a nutritious diet should not come at the expense of supporting an industry that poses a direct threat to public health, the well being of other animals and our environment. That’s why Because Animals products are made without slaughtering any animals. We use cultured ingredients including probiotics, nutritional yeast, and cultured meat to create nutritious, sustainable pet food.","<p>We believe that feeding our pets a nutritious diet should not come at the expense of supporting an industry that poses a direct threat to public health, the well being of other animals and our environment. That’s why Because Animals products are made without slaughtering any animals. We use cultured ingredients including probiotics, nutritional yeast, and cultured meat to create nutritious, sustainable pet food.</p>",5842,
"Cultured Blood",http://culturedblood.com/,2020-01-23T13:10:00-0500,,/directory/cultured-blood,https://www.proteinreport.org/sites/default/files/2020-01/cultured%20blood%20logo.jpg,Cell-Based,"Cell Culture Media",Production,,Europe,"<p class=""address"" translate=""no""><span class=""locality"">Breda</span><br>
<span class=""country"">Netherlands</span></p>","A start-up, aiming to produce a viable, artificial blood circulation&nbsp;system.
Their focus is on manufacturing blood for the manufactured meat industry. Manufactured meat has been demonstrated and eaten. It exists. However, it is still way too expensive and one reason for the high price of the meat is the use of lab-culture medium. The company aims to address this problem and provide real blood to the nascent manufactured meat industry instead. Manufactured real blood should make for a better taste&nbsp;too.","<p>A start-up, aiming to produce a viable, artificial blood circulation&nbsp;system.</p>
<p>Their focus is on manufacturing blood for the manufactured meat industry. Manufactured meat has been demonstrated and eaten. It exists. However, it is still way too expensive and one reason for the high price of the meat is the use of lab-culture medium. The company aims to address this problem and provide real blood to the nascent manufactured meat industry instead. Manufactured real blood should make for a better taste&nbsp;too.</p>",5843,"Cultured blood logo"
"Biomimetic Solutions",http://www.biomimeticsolutions.com.br/,2020-01-23T13:10:00-0500,,/directory/biomimetic-solutions,https://www.proteinreport.org/sites/default/files/2020-01/Biomimetic%20Solutions%20logo.png,Cell-Based,"Scaffolding &amp; Structure",Production,,"Latin America &amp; Caribbean","<p class=""address"" translate=""no""><span class=""country"">Brazil</span></p>","The biotechnology B2B startup working on 3D scaffolds for cultivated meat layering, they are developing high quality nanomaterials for Tissue Engineering applications.","<p>The biotechnology B2B startup working on 3D scaffolds for cultivated meat layering, they are developing high quality nanomaterials for Tissue Engineering applications.</p>",5844,
